name,street,housenumber,city,postcode,speciality,opening_hours,website,id,longitude,latitude,wheelchair,description,email,toilets_wheelchair,wheelchair_description,district_id,neighborhood_id,amenity
Policum Friedenau,Kauschstraße,18,Berlin,12157,,Mo-Fr 08:00-20:00,https://policum.berlin/medizinische-einrichtungen/policum-berlin-friedenau,617591290,13.3451945,52.4653518,yes,,,,,11007007,701,clinic
Poliklinik am ukb,Blumberger Damm,,Berlin,12683,general;ophthalmology;surgery;dermatology;vascular_surgery;otolaryngology;neurology;orthopaedics;physiatry;psychiatry;radiology,,https://www.bg-kliniken.de/gesundheitszentrum-ukb/poliklinik/,9283880392,13.564527,52.5194899,,,info@poliklinik-ukb.de,,,11010010,1002,clinic
Polikum,Franz-Jacob-Straße,10,Berlin,10369,,Mo-Fr 07:00-20:00,https://policum.berlin/medizinische-einrichtungen/policum-berlin-fennpfuhl,38320233,13.4676777,52.5279438,yes,,,yes,,11011011,1111,clinic
Polimedica,Minsker Straße,,Berlin,12683,,,,409925339,13.5575525,52.5050079,yes,,,,,11010010,1002,clinic
Praxen für Nuklearmedizin,Düppelstraße,30,Berlin,12163,nuclear,"Mo,Th 10:00-18:00; Tu,We,Fr 08:00-16:00",https://www.nuklearmedizin-berlin.de/,9548244875,13.3256531,52.4591529,,,,,,11006006,601,practice
Praxis Allgemeinmedizin und  Schmerztherapie Wendenschloss,Köpenzeile,109,Berlin,12557,general,Mo 07:30-13:00;Tu 07:30-12:00; 14:00-18:00; We 07:30-13:00; Th 07:30-12:00; 15:00-19:00; Fr 07:30-10:00,https://www.praxis-dr-annette-sternkopf.de,11822086728,13.594564,52.4299087,,,,,,11009009,910,practice
Praxis Ariadne Klinkenberg,Geygerstraße,3,Berlin,12043,general,Mo-Fr 09:00-12:30,http://www.praxis-ariadne-klinkenberg.de,8491718818,13.4427951,52.4794964,,,,,,11008008,801,practice
Praxis Asklepiion,Hohenzollerndamm,47a,Berlin,10713,child_psychiatry,"Tu,Th 09:00-12:00,12:30-19:00, Mo,We 13:00-19:00, We,Fr 08:00-12:00, Fr 12:30-17:00, Mo 09:00-12:00",http://www.asklepiion.de/,8589182868,13.3012678,52.4886453,,,,,,11004004,407,practice
Praxis Ayşe-Bettina Linder & Dr. med. Susanne Bücker,Fuggerstraße,23,Berlin,10777,traditional_chinese_medicine;general,,https://praxis-linder-buecker.de/,6339480725,13.3447605,52.4987783,,,,,,11007007,701,group_practice
Praxis Behaimstr. 52,Behaimstraße,52,Berlin,,,"Tu,Th 13:00-14:00",,5682744946,13.4480931,52.5516924,yes,,,,,11003003,302,practice
Praxis Carola Thumm-Söhle,Schnellerstraße,110,Berlin,12439,general,"Mo,We 08:00-12:00,16:00-19:00; Tu,Fr 08:00-12:00; PH,Th,Sa,Su off",,8229091964,13.5172215,52.4546117,yes,"Carola Thumm-Söhle, Fachärztin für Allgemeinmedizin; Christian Ehresman (angestellter Arzt), Facharzt für Innere Medizin --Hausärztliche Versorgung--",schnellerstrasse.praxis@gmx.de,,,11009009,905,practice
Praxis City Ost,Gubener Straße,37,Berlin,10243,general;internal;virology;infectious_diseases;hiv;hepatitis;travel_medicine;psychiatry;neurology,Mo-Fr 09:00-12:00,https://www.praxiscityost.de/,7698831698,13.4501451,52.5101335,,,,,,11002002,201,practice
Praxis Claudia Lüke,Laubacher Straße,7,Berlin,14197,general;internal,Mo-Su 09:00-13:00; Thu 12:00-18:00,https://lueke.praxis-laubacher.de,11376036018,13.3201741,52.4689692,no,,lueke@praxis-laubacher.de,,,11007007,702,practice
Praxis Cortés,Kissinger Straße,56,Berlin,14199,physiatry,,https://www.praxiscortes.de/,8071205640,13.2934403,52.4792551,,,,,,11004004,403,practice
Praxis Dagmar Klausch,Kirchsteig,,Berlin,12524,,,,3531181024,13.5707178,52.4102683,,,,,,11009009,908,practice
Praxis Dahmen und Döring,Alt-Tempelhof,43,Berlin,12103,orthopaedics;trauma,,https://www.doeringdahmen.de/,13169024591,13.381438,52.4654602,,,,,,11007007,703,practice
Praxis Dipl.-Med. Thomas Domnik,Grottewitzstraße,25,Berlin,12526,general,"Mo 08:00-11:00,16:00-18:00; Tu 08:00-11:00,16:00-18:00; Th 08:00-11:00,16:00-18:00; Fr 08:00-11:00,16:00-18:00",,497180977,13.5685776,52.4050209,no,,,,,11009009,908,practice
Praxis Dr. Assheuer,Oranienburger Straße,66,Berlin,13437,internal;general,"Mo-Fr 08:00-13:00, Mo,We 16:00-18:00",http://www.praxis-assheuer.de,3910269663,13.3343759,52.5908174,no,,,,,11012012,1209,practice
Praxis Dr. Birkner,Nestorstraße,8-9,Berlin,10709,general,"Mo 09:00-16:30; Tu,Th 09:00-13:00,15:00-18:00; Fr 09:00-13:30",https://praxisbirkner.de/,9587997335,13.2997249,52.4977019,,,,,,11004004,407,practice
Praxis Dr. K. Bugenhagen,Schulze-Boysen-Straße,35,Berlin,10365,general,Mo 08:00-14:00; Tu 10:00-14:00; We 07:00-12:00; Th 14:00-19:00; Fr 08:00-13:00,,3910272086,13.4802655,52.5083432,yes,Ärztin für Allgemeinmedizin (im EG),,,,11011011,1103,practice
Praxis Dr. Lindner,Manfred-von-Richthofen-Straße,15,Berlin,12101,general,"Mo, Tu, Th 08:00-13:00, 15:00-18:00; Fr 08:00-16:00",https://praxis-lindner.berlin/,10017820425,13.3824366,52.4830007,yes,Wednesday visit only with an appointment,,,Aufzug im Hausflur - nicht groß. Mobile Rampe vorhanden. Kein Lifter für Patient*innen vorhanden.,11007007,703,practice
Praxis Dr. Lotfi,Wolfgang-Seifert-Weg,,Berlin,12349,,,https://www.drlotfi.de/,1008402408,13.4360268,52.4181125,yes,,,,,11008008,803,practice
Praxis Dr. Machens,Westfälische Straße,32,Berlin,10709,internal,"Mo-Fr 08:30-12:00, Th 08:30-12:00,15:00-18:00",https://dieinternistin.de/,7707711191,13.2972179,52.4958528,,,,,,11004004,407,practice
Praxis Dr. Micus,Donaustraße,105,Berlin,12043,addiction_medicine,"Mo,Th 09:00-14:00, Mo 15:00-19:00, Tu,Th 15:00-18:00, Fr 09:00-13:00",https://doctormicus.de/,6647912869,13.4363454,52.4821756,yes,,,,,11008008,801,practice
Praxis Dr. Reim,Maximiliankorso,3,Berlin,13465,general;diabetology,,http://www.dr-reim.de,6353764628,13.2873276,52.633556,,,g.reim@t-online.de,,,11012012,1205,practice
Praxis Dr. Sander,Bismarckallee,23,Berlin,14193,,,,5743052726,13.278031,52.4889845,,,,,,11004004,404,practice
Praxis Dr. Verónica León Pérez,Torstraße,15,Berlin,,gynaecology,"Mo, Th 08:00-19:00; Tu 08:00-17:00; We 08:00-16:00; Fr 08:00-15:00",https://deinekinderwunschaerztin.de/,12218785885,13.4137259,52.5279768,,,,,,11003003,301,practice
Praxis Dr. med. A. Kullab,Fehrbelliner Straße,22,Berlin,10119,,"Mo,Th 08:00-12:00,14:00-17:00; Tu,We 08:00-14:00; Fr 08:00-12:00",,10961467191,13.4038996,52.5334743,,,,,,11001001,101,practice
Praxis Dr. med. Claudia Lorkowski,Krumme Straße,,Berlin,12526,general,,,3531191526,13.5724597,52.4001667,,,,,,11009009,908,practice
Praxis Dr. med. J. Nicklas,Kaiserin-Augusta-Allee,90,Berlin,10589,general;homeopathy,"Mo-Tu,Th 08:30-12:00,16:00-18:00; We,Fr 08:30-12:00",https://drnicklas.de/,5201598623,13.3103786,52.525559,,,,,,11004004,401,practice
Praxis Dr. med. Joachim Mercks,Kaiser-Wilhelm-Straße,53,Berlin,12247,internal,,,4580669498,13.3417655,52.4337585,,,,,,11006006,603,practice
Praxis Dr. med. Marcus & Sabine Wagner,Hüttendorfer Weg,,Berlin,12526,internal;familiy_medicine,"Mo-Fr 08:00-12:00; Tu,Th 15:00-18:00; We off",,2308204312,13.5631936,52.4017164,yes,,,yes,,11009009,908,group_practice
Praxis Dr. med. Nadja Dreysse,Joachim-Friedrich-Straße,53,Berlin,10711,general,Mo 12:00-17:00; Tu 8:30-13:00; We 8:30-13:00; Th 14:00-19:00; Fr 8:30-13:00,https://praxis-dreysse.webflow.io/,10147139030,13.2955441,52.4947349,,,info@praxis-dreysse.de,,,11004004,407,practice
Praxis Dr. med. Sabine Omankowsky,Alt-Moabit,58,Berlin,10555,general,"Mo,Th,Fr 09:00-12:00,14:00-17:00; Tu 09:00-12:00,14:00-20:00; We,Sa 09:00-12:00; PH off",http://www.doktor-omankowsky.de/,11025761915,13.3279084,52.524422,,,,,,11001001,102,practice
Praxis Dr. med. Tonio Gottlieb,Teltower Damm,35,Berlin,14169,orthopaedics;surgery,,https://www.der-fusschirurg.de/de/,9988006047,13.2594329,52.431718,,,,,,11006006,604,practice
Praxis Dr.med. Manuel Kociok,Gerichtstraße,44,Berlin,13347,general,"Mo,We-Fr 09:00-13:00, Fr 08:00-12:00",,11107003071,13.3628163,52.5450517,no,,,,,11001001,105,practice
Praxis Dres Ramdohr,Karl-Marx-Straße,84,Berlin,12043,psychiatry;cardiology;sonography;angiology,Mo-Fr 09:00-18:00,https://praxis-dres-ramdohr.de/,6236691753,13.4350868,52.4807278,yes,,,,,11008008,801,practice
Praxis Emin,Hermannstraße,106,Berlin,12051,diabetology;general,"Mo-Tu, Th 09:00-13:00, 15:00-17:30; We, Fr 10:00-13:00",,12736157401,13.4303728,52.4686675,,,,,,11008008,801,practice
Praxis Fischdick,Müllerstraße,33,Berlin,13353,gynaecology,"Mo 08:00-12:00,14:00-18:00; Tu,Th,Fr 08:00-14:00",http://www.praxis-fischdick.de/,7598354439,13.3561243,52.5483595,,,,,,11001001,105,practice
Praxis Grazer Platz,Grazer Damm,154,Berlin,12157,general;geriatrics;palliative,"Mo,Th,Fr 08:30-13:00; Tu 11:00-16:00; We 14:00-18:00",http://praxisgrazerplatz.de,10674814204,13.3473645,52.4664731,,,,,,11007007,701,practice
Praxis H. Rodemund,Kamminer Straße,35,Berlin,10589,general,"Tu, Th 15:00-19:00; Mo, We, Fr 09:00-13:00",https://www.hausarzt-charlottenburg.de,11397711251,13.2993911,52.5246191,,Arztpraxis Heidrun Rodemund. Achtung: Bei uns gilt weiterhin die Maskenpflicht!,,,,11004004,401,practice
Praxis Hapatsch Kaplani,Parallelstraße,14b,Berlin,12209,general;internal,"Mo,Tu,Th 09:00-12:00,16:00-18:00, We,Fr 09:00-12:00",https://www.praxis-hapatsch-kaplani.de,4245062869,13.3340878,52.4258758,no,,kontakt@praxis-hapatsch-kaplani.de,,,11006006,603,practice
Praxis Hermannplatz,Kottbusser Damm,64,Berlin,10967,paediatrics,"Mo-Tu 09:00-13:00; Th 09:00-13:00; Fr 09:00-17:00 open ""mit Termin"" || We 09:00-13:00 open ""nur Notfälle""",https://www.praxishermannplatz.de/,7656560654,13.4251444,52.4885919,,,,,,11008008,801,practice
Praxis Hofrichter,Schwyzer Straße,9,Berlin,,general,"Mo,Th-Fr 07:30-12:00; Tu,Th 14:30-18:00; PH closed",,12177232915,13.3545076,52.5591887,no,Patienten ohne Termin werden in den ersten 30 Minuten der Öffnungszeiten angenommen,,,,11001001,105,practice
Praxis Holger Jank,Elsenstraße,1,Berlin,12435,gynaecology,"Mo,We,Fr 08:00-14:00; Tu,Th 12:00-18:00",,6029694387,13.4597215,52.4939905,,"Facharzt für Frauenheilkunde & Geburtenhilfe, Gynäkologische Onkologie",,,,11009009,901,practice
Praxis Jessen & Kollegen,Motzstraße,19,Berlin,10777,general;infectious_diseases,,https://www.praxis-jessen.de/,3495544095,13.3492605,52.4979867,no,,,,,11007007,701,group_practice
Praxis Johannisthal,Sterndamm,76,Berlin,12487,general;internal;occupational,"Mo,Tu,Th,Fr 08:00-12:00; Mo,Tu,Th 16:00-18:00; We 07:00-10:00; Sa,Su,PH off",https://praxis-johannisthal.de/,11264033751,13.504967,52.4459846,,,info@praxis-johannisthal.de,,,11009009,904,practice
Praxis Karow,Bucher Chaussee,1-3,Berlin,13125,general,Mo-We 08:00-12:30; Tu 14:00-18:30; Fr 08:00-12:30; PH off,https://praxis-karow.de/,12715184858,13.4858267,52.6163736,yes,,,,,11003003,305,practice
Praxis Khalaf,Karl-Kunger-Straße,48,Berlin,12435,psychiatry,"""nach Vereinbarung""",http://praxis-khalaf.de/,3039142154,13.4499694,52.4897355,,,,,,11009009,901,practice
Praxis Koulis,Schloßstraße,21,Berlin,12163,general,"Mo-Fr 09:00-12:00, Mo,Tu 15:00-18:00, Th 16:00-19:00",,9461408629,13.323584,52.4602035,,,,,,11006006,601,practice
Praxis Marcel Berger,Pariser Straße,18,Berlin,10707,internal,,https://www.praxis-marcelberger.de/,6590240055,13.3194201,52.4981917,no,,,,,11004004,402,practice
Praxis Martin Bauer,Hauptstraße,71,Berlin,12159,general;sports_medicine,"Mo,Th,Fr 09:00-13:00, Mo,Th 14:00-17:00; Tu 11:00-14:00,15:00-19:00; We 09:00-11:00",https://www.hausarzt-bauer.eu/,3955630874,13.3393188,52.4751164,yes,,,,,11007007,702,practice
Praxis Mora Bracho,Alt-Stralau,60,Berlin,10245,general,"Mo,Tu,We,Fr 09:00-13:30; Th 14:00-18:00",https://www.praxismorabracho.de/,8941000917,13.4680512,52.4957155,yes,,info@praxismorabracho.de,,,11002002,201,practice
Praxis Neukölln,Hermannstraße,52,Berlin,12049,general,"Mo-Tu,Th 08:30-12:00,15:30-18:00; Fr 08:30-13:00; We 09:00-12:00 open ""nur Termine""; Sa open ""nach Vereinbarung""",http://praxis-neukoelln.berlin/,6587572389,13.4258398,52.4777122,no,,,,,11008008,801,practice
Praxis Neuweiler,Olympische Straße,10,Berlin,14052,general,,https://www.praxis-neuweiler.de/,2822029842,13.2582009,52.5165273,,,,,,11004004,405,practice
Praxis PERLE,Frankfurter Allee,54,Berlin,10247,abortion;gynaecology,,https://perle-praxis.de/,11542703669,13.4652712,52.5143363,,,,,,11002002,201,practice
Praxis Peter D. Scharff,Mariannenstraße,48 A,Berlin,12209,general;plastic_surgery,,https://www.magicbeauty.de/,6183459683,13.3347507,52.4216199,,,,,,11006006,602,practice
Praxis Psychiatrie und Psychotherapie Dr. med. Christine Riegel,Gründerstraße,,Berlin,12526,psychiatry,"Mo,Tu,Th 08:00-16:00|| ""nach Vereinbarung""",https://psychiatrie-gruenau.de,10707423610,13.5738063,52.41196,yes,,praxis@psychiatrie-gruenau.de,,,11009009,913,practice
"Praxis Regina Weigel, Klaus Grell",Karl-Marx-Straße,24,Berlin,12043,general;psychotherapist;internal,"Mo-Fr 08:00-12:30; Tu 14:00-18:00; Th 08:00-12:30,16:00-18:00",http://arztpraxis-weigel.de/,8857312836,13.4277273,52.4846058,no,,,,,11008008,801,practice
Praxis Saatci/Walle,Kollwitzstraße,78,Berlin,10435,gynaecology;abortion,"Mo 10:00-14:00; Tu 14:00-19:00; We 08:00-13:00; Th,Fr 10:00-14:00",https://walle-saatci.de/,11542702768,13.4196069,52.5373243,,,kontakt@walle-saatci.de,,,11003003,301,group_practice
Praxis Saleheddin Abdulla,Hauptstraße,19,Berlin,10827,general;internal;geriatrics,"Mo,Tu 09:00-17:00; We 09:00-13:00; Th 09:00-13:00,15:00-18:00",,5284640592,13.3564703,52.4866617,yes,,,,,11007007,701,practice
Praxis Schick Wesenberg,Schönhauser Allee,129,Berlin,10437,general;internal;gastroenterology,"Mo 09:00-16:00; Tu,Th 08:00-13:00,14:30-17:00; We 08:00-16:00; Fr 08:00-13:00",https://praxis-schick-wesenberg.de,10075100455,13.4124734,52.5458033,no,,,,,11003003,301,practice
Praxis Spreebogen,Krefelder Straße,7,Berlin,10555,sport_medicine;rheumatology;hand_surgery;orthopaedics;trauma_surgery,"Mo,Tu,Th 08:00-18:00; We 08:00-17:00; Fr 08:00-17:00",http://www.drspreeberlin.de/,6724862925,13.3394893,52.523702,limited,,mail@drspreeberlin.de,,,11001001,102,practice
Praxis Sterndamm,Sterndamm,67,Berlin,12487,general;internal,"Mo,Tu 08:00-12:00, 13:00-18:00; We 08:00-14:00; Th 09:00-12:00,13:00-15:00; Fr 08:00-13:00; Sa,Su,PH off",https://www.praxis-sterndamm.de/,11264033752,13.5073263,52.4469026,,,,,,11009009,904,practice
Praxis Turmstraße MVZ,Turmstraße,76a,Berlin,10551,internal;neurology;infectious_diseases;hormone_replacement_therapy,"Mo 08:00-13:00,15:00-17:00; Tu 08:00-13:00,15:00-18:00; We 08:00-13:00; Th 08:00-13:00,15:00-18:00; Fr 08:00-13:00",https://www.praxis-turmstrasse.de/,8333835044,13.3351531,52.5265449,limited,,,,,11001001,102,clinic
Praxis Vineta,Berliner Straße,45,Berlin,13189,internal;nephrology,"Mo-Fr 08:00-13:00, Mo 14:00-16:00, Tu,Th 15:00-18:00",,11019589774,13.4127206,52.5604111,,,,,,11003003,307,practice
Praxis Weber& Klonz,Liebigstraße,,Berlin,10247,,"Mo-Th 08:00-12:00,13:00-17:00; Fr 08:00-14:00",http://www.praxisweber.de/,4109919208,13.4596096,52.5157941,limited,,,,,11002002,201,group_practice
Praxis Weissensee,Rennbahnstraße,,Berlin,13086,,,https://www.praxisweissensee.net/,12637232302,13.4595171,52.5601684,,,,,,11003003,302,practice
Praxis Weizel - Praxis für Frauenheilkunde und Geburtshilfe,Kadiner Straße,23,Berlin,10243,gynaecology;abortion,"Mo 09:00-15:00; Tu,Th 12:00-19:00; We,Fr 08:00-12:00",,11542498457,13.4514555,52.5149915,yes,,,,,11002002,201,practice
Praxis Wildfeuer,Bundesplatz,8,Berlin,10715,general;naturopathy;acupuncture,"Mo,We,Th 09:00-13:00,15:00-18:00; Tu 09:00-13:00,15:00-19:00; Fr 09:00-13:00",https://arztpraxis-wilmersdorf.com,7707719364,13.3279004,52.4783818,,,,,,11004004,402,practice
Praxis am Attilaplatz,Manteuffelstraße,34,Berlin,12103,internal,Mo-Fr 08:00-12:00,,9685965348,13.3751513,52.4557244,,Internistische Gemeinschaftspraxis Dr. Schwabe & Dr. Schochow,info@praxis-am-attilaplatz.de,,,11007007,703,practice
Praxis am Dachsbau,Am Dachsbau,,Berlin,13503,,,,1233471137,13.2324139,52.6133006,,,,,,11012012,1204,practice
Praxis am Emser Platz,Hohenzollerndamm,187,Berlin,10713,psychiatry;child_psychiatry,,https://www.praxis-emser-platz.de/,11556295683,13.3189001,52.4915464,,,,,,11004004,402,practice
Praxis am Heilmannring,Heilmannring,74,Berlin,13627,general;internal,Mo-Th 08:00-18:30; Fr 08:00-14:00,https://www.praxis-am-heilmannring.de/,9726820739,13.2800517,52.5361893,,,,,,11004004,406,practice
Praxis am Helmi,Schliemannstraße,13,Berlin,10437,general;internal,,https://praxis-am-helmi.de/,5137692868,13.4186734,52.5424666,,,,,,11003003,301,practice
Praxis am Kleistpark,Elßholzstraße,,Berlin,10781,general,"Mo,Tu,Fr 08:30-13:30; Th 14:00-19:00",https://www.praxisamkleistpark.de/,9169857464,13.3563393,52.4936522,no,,,,,11007007,701,practice
Praxis am Kreuzberg,Katzbachstraße,2,Berlin,10965,general,Mo 08:00-13:00; Tu 13:00-18:00; We 08:00-13:00; Th 13:00-18:00; Fr 08:00-13:00,https://www.praxis-am-kreuzberg.de/,2476693013,13.3765126,52.49095,yes,,,,,11002002,202,practice
Praxis am Marktplatz,Bölschestraße,27,Berlin,12587,general,"Mo 08:00-12:00,13:00-17:00; Tu-We,Fr 08:00-12:00; Th 12:00-18:00; Sa-Su off",https://www.praxis-friedrichshagen.de/,2671139561,13.6249039,52.4502045,no,,,,,11009009,911,practice
Praxis am Maybachufer,Bürknerstraße,32,Berlin,12047,general;internal,"Mo 08:00-12:00,15:00-18:00; Tu 08:00-12:00,13:00-16:00; We 08:00-12:00,13:00-16:00; Th 08:00-12:00,15:00-18:00; Fr 08:00-12:00",https://www.praxis-am-maybachufer.de,8538844848,13.4278557,52.4933562,yes,,,,,11008008,801,practice
Praxis am Rüdesheimer Platz,Rüdesheimer Straße,8,Berlin,14197,internal;cardiology;general,"Mo-Th 09:00-12:00,15:00-18:00; We,Fr 09:00-12:00",http://www.herzmediziner.de,8516231317,13.3140114,52.4727811,no,,,,,11004004,402,practice
Praxis am Schillerplatz,Stubenrauchstraße,59,Berlin,12161,gynaecology,"Mo 09:00-13:00; Tu,Th 09:00-13:00,15:00-18:00; Fr 08:00-12:00",https://www.praxis-dr-haase.info/,8330236509,13.323795,52.4712094,,,,,,11007007,702,practice
Praxis am Volkspark,Bundesallee,55,Berlin,10715,internal,,https://www.praxis-am-volkspark-berlin.de/,7774237473,13.3288914,52.4815387,,Schwerpunkt Hämatologie/Onkologie,,,,11004004,402,practice
Praxis am Volkspark Schöneberg,Innsbrucker Straße,20,Berlin,10825,child_psychiatry,"We,Fr 09:00-12:00; Mo,Tu,Th 10:00-12:00,14:00-17:00",https://praxisamvolkspark.de/,8222300374,13.342181,52.4815302,no,,,,,11007007,701,practice
Praxis an der Kaisereiche,Wilhelm-Hauff-Straße,21,Berlin,12159,internal;endocrinology;general,"Mo,Tu,Th 08:00-18:30; We 08:00-14:00; Fr 08:00-13:00",https://www.kaisereiche.de/,7747274137,13.3357146,52.469436,no,,praxis@kaisereiche.de,,,11007007,702,practice
Praxis an der Kaisereiche (Standort 2),Bundesallee,104/105,Berlin,12161,internal;general,"Mo,We-Fr 08:00-13:00, Mo 15:30-18:00",https://www.kaisereiche.de/,8355450077,13.3287034,52.4656641,,,,,,11007007,702,practice
Praxis an der Kulturbrauerei,Hagenauer Straße,1,Berlin,10435,general;internal;infectious_diseases,"Mo 08:30-13:00,15:00-18:00; Tu 08:30-12:00,13:30-16:00; We 08:30-13:00; Th 08:30-13:00,15:00-19:00; Fr 08:30-13:00",https://praxis-kulturbrauerei.de,667893281,13.4165117,52.5385236,limited,,,,,11003003,301,practice
Praxis an der Oper,Bismarckstraße,30,Berlin,10625,pulmonology,"Mo 09:00-14:00,15:00-19:00; Tu 08:00-13:00,14:00-18:00; We 08:30-14:00; Th 08:30-14:00,15:00-19:00; Fr 09:00-14:00; Sa,Su off",,9625125527,13.3104117,52.5120946,yes,,,,,11004004,401,practice
Praxis für Allgemeinmedizin,Askanischer Platz,1,Berlin,10963,general,"Mo 08:00-16:00, Tu 08:00-13:00,14:00-20:00, We,Fr 08:00-12:00, We 14:00-19:00, Th 08:00-14:00",,8105267094,13.3811964,52.504904,yes,,,,,11002002,202,practice
Praxis für Allgemeinmedizin,Bizetstraße,44,Berlin,13088,general,,,9516289913,13.4535654,52.5475938,no,,,,,11003003,302,practice
Praxis für Allgemeinmedizin,Hauptstraße,118,Berlin,10827,general,"Mo 09:00-13:00; Tu,Th 08:00-12:00,16:00-18:00; We,Fr 08:00-12:00",,8066810067,13.3498708,52.4824823,,,,,,11007007,701,practice
Praxis für Allgemeinmedizin,Kattegatstraße,,Berlin,13359,general,"Mo-Fr 09:00-13:00; Mo, Th 15:00-18:00",,11020776261,13.3915022,52.5639698,,,,,,11001001,106,practice
Praxis für Allgemeinmedizin,Oranienburger Straße,224,Berlin,13437,general,Mo-Fr 08:00-18:00,,5754169436,13.3340573,52.5888411,,,,,,11012012,1209,practice
Praxis für Allgemeinmedizin,Schillerpromenade,36,Berlin,12049,general,"Mo 08:00-11:00,14:00-17:00; Tu 09:00-12:00, 15:00-18:00; We 09:00-12:00; Th 10:00-12:00, 15:00-19:00; Fr 09:00-13:00",https://hausarzt-holzer.de/,4978163423,13.4229869,52.4766051,yes,,,no,Barrierefreie Hausarztpraxis im Schillerkiez,11008008,801,practice
Praxis für Allgemeinmedizin Hartmann,Greifswalder Straße,122,Berlin,10409,general,"Mo 07:30-13:00; Tu 12:00-14:00,14:00-18:00; We 07:30-09:30,09:30-13:00; Th 12:00-14:00,14:00-17:00; Fr 07:30-09:30,09:30-11:00",,9600023615,13.4478614,52.5452901,,,,,,11003003,301,practice
Praxis für Allgemeinmedizin Katja & Stephan Berger,Osnabrücker Straße,25,Berlin,10589,general,"Mo 08:30-12:30,15:00-18:00; Tu 08:30-15:00; We 08:30-12:30; Th 08:30-12:00, 15:00-18:00; Fr 08:30-13:00",https://www.praxis-doktor-berger.de/,8594871398,13.300948,52.5258635,,,,,,11004004,401,group_practice
"Praxis für Allgemeinmedizin Romy Meyer, Dr. med. Bijay Pokhrel",Richterstraße,12,Berlin,12526,general;internal,"Mo-Th 08:30-13:00; Fr 08:30-12:00; Mo,Th 14:00-17:00 open ""nur mit Termin"", Tu 14:00-18:00 open ""nur mit Termin""; PH off",https://www.gesundheitszentrum-recura.de/medizinische-versorgungszentren/mvz-gruenau.html,3531173480,13.5737625,52.4119375,yes,,mvzgruenau@gesundheitszentrum-recura.de,,,11009009,913,practice
Praxis für Augenheilkunde,Warener Straße,1,Berlin,12683,ophthalmology,Mo 12:00-16:30; Tu 09:00-13:30;14:00-18:30,https://www.videetvade.de/praxen#vev_praxisnav_114,11177334842,13.5644976,52.5190647,yes,,,,,11010010,1002,practice
Praxis für Augenheilkunde Dr. Claudia Scherer & Kollegen,Boyenstraße,41,Berlin,10115,ophthalmology,"Mo,Th 09:00-18:00; Tu-We 09:00-13:00 || Tu,We,Fr ""und nach Vereinbarung""",https://www.augenarztpraxis-berlin.de/,8606443942,13.3724445,52.5371202,yes,,,,,11001001,101,group_practice
Praxis für Augenheilkunde Dr. Sabine Jaeck,Schloßstraße,,Berlin,12165,ophthalmology,"Mo,Tu,Th 07:30-12:00,15:30-18:00; Fr 07:30-12:00",,5056974016,13.3194097,52.4566486,yes,,dr.s.jaeck@t-online.de,,,11006006,601,practice
Praxis für Dermatologie Eicholtz & Börner,Zingster Straße,2,Berlin,13051,dermatology,,https://hautarzt-in-berlin.de/,5145185021,13.504131,52.5647045,yes,,,no,,11011011,1109,group_practice
Praxis für Dermatologie und Venerologie,Mahlsdorfer Straße,,Berlin,12555,dermatovenereology,"Tu,Fr 09:00-13:00, Mo 14:00-18:00, Tu 15:00-19:00 open ""Privatpatienten"", We 08:00-12:00, Th 14:00-17:00; PH off",https://www.hautarzt-berlin-koepenick.de/,3803786802,13.5798627,52.4596715,,,,,,11009009,910,practice
"Praxis für Dermatologie, Diabetologie und Allgemeinmedizin",Zeltinger Platz,10-14,Berlin,13465,dermatology;diabetology;general,"Mo 08:00-14:00; Tu,Th 08:00-12:30,15:00-17:30; Fr 08:00-12:30",https://aerztezeltingerplatz.de/,8505700352,13.2914067,52.6325765,yes,,,,,11012012,1205,practice
Praxis für Frauenheilkunde in Berlin – Kreuzberg,Paul-Lincke-Ufer,7d,Berlin,10999,gynaecology;abortion,Mo-We 09:00-19:00; Th 09:00-14:00; Fr 10:00-14:00,https://www.frauenaerztin-kreuzberg.de/,11542591512,13.4348347,52.4921621,,,info@frauenaerztin-kreuzberg.de,,,11002002,202,practice
Praxis für Frauenheilkunde und Geburtshilfe,Warschauer Straße,33,Berlin,10243,gynaecology,"Mo,Th 08:00-14:00; Tu,We 12:00-20:00",https://www.frauenarzt-friedrichshain.de/,11542624660,13.4500269,52.5078604,,,praxis@frauenarzt-friedrichshain.de,,,11002002,201,practice
Praxis für Gastroenterologie im MVZ Havelhöhe,Kladower Damm,221,Berlin,14089,gastroenterology,"Mo-Tu 08:00-13:00,14:00-16:00; We 08:00-14:30; Th 08:00-13:00,14:00-16:00; Fr 08:00-13:00,14:00-15:00",https://anthromed-bb.de/mvz-havelhoehe/,12208748972,13.1629041,52.460639,,,praxis-gastroenterologie@mvz-havelhoehe.de,,,11005005,506,clinic
Praxis für Gynäkologie Geburtshilfe und Onkologie Dr. med. Dörthe Morack,Blankenburger Straße,,Berlin,13156,gynaecology,"Mo 08:30-13:30; Tu 08:30-19:00; We 08:30-15:00; Th 08:30-13:30,14:30-19:00; Fr 08:30-12:00",,11040102270,13.4115917,52.5824787,limited,,,,,11003003,311,practice
