addr:city,addr:housenumber,addr:postcode,addr:street,amenity,healthcare,healthcare:speciality,name,opening_hours,operator,website,osm_id,osm_type,longitude,latitude,addr:country,addr:suburb,check_date:opening_hours,contact:phone,contact:website,level,wheelchair,description,short_name,email,fax,health_facility:type,health_specialty:family_medicine,health_specialty:internal_medicine,medical_system:western,phone,toilets:wheelchair,check_date,contact:email,contact:fax,opening_hours:url,image,outdoor_seating,dispensing,office,comment,wheelchair:description,health_specialty:obstetrics,health_specialty:reproductive_medicine,source,healthcare:alternative,operator:type,internet_access,toilets,not:brand:wikidata,health_specialty:ophthalmology,min_age,operator:start_date,health_specialty:gynaecology,emergency,health_specialty:orthopaedics,opening_hours:signed,name:en,health_specialty:dermatology,health_specialty:surgery,alt_name,note,health_specialty:venereology,addr:housename,description:de,health_specialty:paediatrics,home_visit,fixme,addr:inclusion,blind:description:de,deaf:description:de,health_specialty:psychosomatic_medicine,health_specialty:psychotherapy,health_specialty:traditional_chinese_medicine,addr:place,payment:cash,payment:credit_cards,payment:debit_cards,contact:facebook,name:ru,opening_hours:reception,opening_hours:dr_weinhold,operator:wikidata,health_specialty:emergency_medicine,health_specialty:sports_medicine,payment:mastercard,payment:visa,layer,opening_hours:note,note:de,phone_1,health_specialty:diagnostic_radiology,health_specialty:dentistry,health_specialty:maxillofacial_surgery,access,name:de,contact:mobile,doctor,instagram,opening_hours:note:de,health_specialty:allergology,health_specialty:pulmonology,disease:hiv,disease:stds,start_date,blind:description,operator:wikipedia,health_specialty:gastroenterology,internet_access:fee,internet_access:ssid,addr:floor,elevator,language:en,language:es,language:fr,language:tr,wheelchair:description:de,air_conditioning,health_service:prevention,health_service:test,lgbtq:trans,health_specialty:cardiology,healthcare:speciality:de,health_specialty:paediatric_gastroenterology,beauty,opening_hours:covid19,name:ja,branch,name:signed,old_name,mobile,payment:american_express,payment:coins,payment:maestro,payment:notes,payment:telephone_cards,capacity,day_surgery,health_specialty:pain_medicine,health_specialty:andrology,health_specialty:urology,health_specialty:optometry,opening_hours:office,survey:date,counselling_type:nutrition,health_service:counselling,health_specialty:acupuncture,health_specialty:homoeopathy,health_specialty:mind_body_intervention,health_specialty:naturopathy,health_specialty:osteopathy,health_specialty:phythotherapy,insurance:health,health_specialty:adult_psychiatry,health_specialty:neurology,reservation,noname,payment:privat,contact:instagram,health_specialty:neonatology,health_specialty:ear_nose_throat,social_facility:for,wheelchair:description:en,url,language:de,language:ku,language:ru,language:ar,language:th,fixme:type,description:en,health_service:examination,smoking,building,building:levels,neighborhood,roof:shape,height,roof:levels,roof:colour,social_facility,wikidata,wikimedia_commons,deaf:description,official_name,brand,brand:wikidata,wikipedia,roof:height,heritage,heritage:operator,lda:criteria,ref:lda,heritage:website,building:colour,ele,health_specialty:anesthesiology,health_specialty:hand_surgery,health_specialty:trauma_surgery,not:operator:wikidata,work_accident,building:material,type,building:parts,contact:city,contact:country,contact:housenumber,contact:postcode,contact:street,contact:suburb
,44,10117,Leipziger Straße,doctors,doctor,radiology,Radiologie Berlin-Mitte,Mo 08:00-12:00; Tu 10:30-16:00; We 10:30-18:00; Th 11:00-16:00; Fr 09:00-13:00,Prof. Dr. med. Jürgen Mäurer,https://radiologie-mitte-berlin.de,11299744469,node,13.3961423,52.5102369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,27,12043,Karl-Marx-Straße,doctors,doctor,orthopaedics,Sanitätshaus,"Mo-Th 08:00-13:00,14:00-17:00; Fr 08:00-14:00",,,11328995106,node,13.4284886,52.4846824,,,,+49 30 62734800,https://www.drturan.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,general,Gemeinschaftspraxis Dr. Krämer & Dr. Rauh und Kolleg:innen,"Mo-Fr 09:00-13:00,15:00-18:00; Fr 09:00-13:00,14:00-16:00",,,11328995107,node,13.4285262,52.4846718,,,,+49 30 209147300,https://www.hausarztneukoelln.de/,,,,,,,,,,,,,,praxis.hausarztneukoelln@gmx.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,56,10117,Leipziger Straße,doctors,doctor,neurology;psychiatry,Neurologie und Psychiatrie Mitte,"Mo 08:30-15:00; Tu 08:30-12:00, 14:00-17:00; We 08:30-14:00; Th 15:00-18:00; Fr 08:30-13:00",A. Kuhnert und K. Bolze,https://www.neurologie-mitte.de/,11333727569,node,13.3977506,52.5113015,,,,,,,,,,info@neurologie-mitte.de,,,,,,+49 (0)30 2041090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,general,M. R. Valadkhani,"Mo-Fr 09:00-13:00, Mo,Tu,Th 15:00-18:00",,,11349117124,node,13.4307137,52.4679956,,,2025-06-13,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,paediatrics,Dr. med. Josepha Schmidt,"Mo 09:00-13:00, Tu 14:00-18:00, We-Fr 09:00-12:00, Th 15:00-18:00",,,11358734527,node,13.4857736,52.4662825,,,2025-01-07,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,general,Stefanie Gwosc,"Mo,We 08:00-13:00; Tu,Th 08:00-12:30,15:00-18:00",,,11358739091,node,13.4853828,52.4664934,,,2025-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,orthopaedics;trauma,Orthopädie,"Mo,Th 13:00-15:00,Mo,Th 15:00-18:00 open ""nur mit Termin"",Tu,We,Fr 07:30-09:30,Tu,We,Fr 09:30-18:00 open ""nur mit Termin""; PH off",Bruno H. Lurtz,,11374042885,node,13.578319,52.4566673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,7,14197,Laubacher Straße,doctors,doctor,general;internal,Praxis Claudia Lüke,Mo-Su 09:00-13:00; Thu 12:00-18:00,,https://lueke.praxis-laubacher.de,11376036018,node,13.3201741,52.4689692,,,,,,,no,,,lueke@praxis-laubacher.de,+49 30 516 548 12,,,,,+49 30 516 548 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,54,12623,Hönower Straße,doctors,doctor,general,,,Dr. med. Roman Walz;Christiane Glaser,,11379096304,node,13.6139079,52.5092983,,,,,,,,,,,,office,main,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,general,Praxis H. Rodemund,"Tu, Th 15:00-19:00; Mo, We, Fr 09:00-13:00",,https://www.hausarzt-charlottenburg.de,11397711251,node,13.2993911,52.5246191,,,,,,,,Arztpraxis Heidrun Rodemund. Achtung: Bei uns gilt weiterhin die Maskenpflicht!,,,,,,,,+49 30 3137799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,3,10825,Kufsteiner Straße,doctors,doctor,psychiatry,Birgit Landgrebe,,,,11407518398,node,13.3372958,52.4878622,DE,Schöneberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,10,10825,Kufsteiner Straße,doctors,doctor,child_psychiatry,Ursula Keller,,,,11407518402,node,13.336671,52.4872768,DE,Wilmersdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,11g,13599,Burscheider Weg,doctors,doctor,ophthalmology,Sanoculus MVZ Haselhorst,"Mo 08:00-17:30; Tu,Th 08:00-14:30; We 08:00-15:30; Fr 08:00-12:00; PH off",,https://www.augenarztpraxis-am-elsterplatz.de/augenarztpraxis-sanoculus-mvz-haselhorst,11409394075,node,13.2371007,52.5442091,,,2025-04-08,,,,,,,,,,,,,+49 30 3347681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,45,10367,Möllendorffstraße,doctors,doctor,general,Hausarztpraxis Lichtenberg Boehmer/Steinbeis/Dicke/Frize,"Mo-Tu, Th 09:00-12:00, 14:30-18:00; We, Fr 09:00-12:00",,https://www.hausarztpraxis-lichtenberg.de/,11422395869,node,13.4800041,52.5239738,,,,,,,,,,anmeldung@hausarztpraxis-lichtenberg.de,,,,,,+493057797490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,9,12487,Sterndamm,doctors,doctor,ophthalmology,Augenarztpraxis Katrin Abel Dr. med. Carolyn Walde,"Mo,Th 08:30-12:00, 15:00-18:00, Tu,Fr 08:30-12:00, We 09:00-12:00||""nach Vereinbarung""; PH off",,,11429259969,node,13.5098,52.4527226,DE,Johannisthal,,+49 30 6360052,https://www.augenpraxis-sterndamm.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,10247,Oderstraße,doctors,doctor,internal,Internistische Praxis Dr. med. Susanne Preiß,"Mo,We,Fr 08:30-11:00; Tu,Th 13:00-16:00",,https://dr-susanne-preiss.de/,11486810969,node,13.466649,52.5118103,,,,,,,,,,,,,,,,030 29 12 640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,67,10119,Zionskirchstraße,doctors,doctor,humanistic,Dipl.-Psych. Thomas Leusink,,,,11500443397,node,13.4082431,52.5329774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,1,14199,Helgolandstraße,doctors,doctor,physiatry,Medizinische Yogatherapie,,Dr. med. Anke Sedlmaier,,11510498159,node,13.2990679,52.4729809,,,2025-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,gynaecology,"Dr. Yazici, Dr. Bergmann, Dr. Busch","Mo,Tu,Th 09:00-13:00,14:00-18:00; We,Fr 09:00-13:00",,,11510695755,node,13.3849841,52.5500697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,otolaryngology,"Dr. Rolfes, D. Lang, Dr. Zwingmann",,,,11510695756,node,13.3850599,52.5500501,,,2024-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,general;internal,"Dr. Busch, H. Gugel",,,,11510695757,node,13.3849914,52.5499787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,54,10717,Güntzelstraße,doctors,doctor,general;naturopathy,Franziska Loeper,"Mo,Tu,Th,Fr 09:00-12:00, Mo 16:00-19:00, Th 15:00-18:00",,,11514288412,node,13.3296663,52.4906741,DE,,2025-10-25,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,16a,10717,Nassauische Straße,doctors,doctor,psychiatry;general;homeopathy,Dr. med. Carola Stein,"""nach Vereinbarung""",,,11514288416,node,13.3261348,52.490919,DE,Wilmersdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,23,10243,Kadiner Straße,doctors,doctor,gynaecology;abortion,Praxis Weizel - Praxis für Frauenheilkunde und Geburtshilfe,"Mo 09:00-15:00; Tu,Th 12:00-19:00; We,Fr 08:00-12:00",,,11542498457,node,13.4514555,52.5149915,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,2,10405,Immanuelkirchstraße,doctors,doctor,gynaecology,Frauenarztpraxis Prenzlauer Berg,Mo 08:00-12:00; Tu 14:00-18:00; We 08:00-13:00; Th 08:00-12:00; Fr 13:00-17:00,Dr. med. univ. Evelyne Seiler,https://www.frauenaerztin-prenzlberg.de/,11542534345,node,13.4221857,52.5330262,,,,,,,,,,,,,,,,+49 30 4423782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,162,12051,Hermannstraße,doctors,doctor,gynaecology;abortion,Frauenarztpraxis Neuköln,,Dr. med. Nicole Vogt;Dr. med. Ulrike Wein,https://www.frauenarztneukoelln.de/,11542539396,node,13.4308163,52.4688982,,,,,,,,,,mail@frauenarztneukoelln.de,,,,,,+49 30 6261876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,1,10789,Tauentzienstraße,doctors,doctor,gynaecology;abortion,Praxisgemeinschaft am Wittenbergplatz,,,https://frauenaerztin-berlin-wittenbergplatz.de,11542559558,node,13.3420265,52.5023823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,70,10627,Krumme Straße,doctors,doctor,gynaecology;abortion,Frauenärztin Dr. med. Julia Franke,,Dr. med. Julia Franke,https://www.dr-julia-franke.de/,11542567890,node,13.3096205,52.51133,,,,,,,,,,praxis@dr-julia-franke.de,,,,,,+49 30 3130278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,23,10557,Calvinstraße,doctors,doctor,gynaecology;abortion,Frauenarztpraxis Moabit Dr. med. Britta Berger,,Dr. med. Britta Berger,https://www.frauenarzt-moabit.de/,11542572006,node,13.3518483,52.5218345,,,,,,,,,,berger@frauenarzt-moabit.de,,,,,,+49 30 4053 2120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,7d,10999,Paul-Lincke-Ufer,doctors,doctor,gynaecology;abortion,Praxis für Frauenheilkunde in Berlin – Kreuzberg,Mo-We 09:00-19:00; Th 09:00-14:00; Fr 10:00-14:00,Dr. med. Anke Joachim;Dr. med. Birgit Roth;Dr. med. Birgit Müller,https://www.frauenaerztin-kreuzberg.de/,11542591512,node,13.4348347,52.4921621,,,,,,,,,,info@frauenaerztin-kreuzberg.de,,,,,,030 611 40 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,71,10965,Yorckstraße,doctors,doctor,gynaecology;abortion,Gemeinschaftspraxis Dr. Puhlemann und P. Säger,,,,11542615356,node,13.3809246,52.4924732,,,,,,,no,,,yorckfrauen@aerzte-berlin.de,,,,,,+49 30 7850006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,45-47,12169,Bismarckstraße,doctors,doctor,abortion;gynaecology,Frauenarztpraxis Ehle Kuhlmann Martens,,,https://www.tcm-frauenarzt.de/,11542616323,node,13.3386197,52.4514418,,,,,,,,,,info@tcm-frauenarzt.de,,,,,,+49 30 3133019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,33,10243,Warschauer Straße,doctors,doctor,gynaecology,Praxis für Frauenheilkunde und Geburtshilfe,"Mo,Th 08:00-14:00; Tu,We 12:00-20:00",Thanya Camila Uzquiano Batres,https://www.frauenarzt-friedrichshain.de/,11542624660,node,13.4500269,52.5078604,,,,,,,,,,praxis@frauenarzt-friedrichshain.de,,,,,,+49 30 2910919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,27,12043,Karl-Marx-Straße,doctors,doctor,gynaecology;abortion,Gynäkologische Praxis Dr. Gülüstan Saribas,,Dr. Gülüstan Saribas,,11542642290,node,13.428462,52.4847005,,,,,,,,,,,,,,,,+49 30 54715862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,27,10119,Weinbergsweg,doctors,doctor,gynaecology;abortion,Gynäkologische Praxis Dr. Jutta Grieger,Mo-We 09:00-14:00; Th 13:00-18:00,,,11542644529,node,13.4015282,52.5303681,,,,,,,,,,,,,,,,+49 30 47377114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,37,10551,Oldenburger Straße,doctors,doctor,gynaecology;abortion,Frauenärztin Dr. Sabine Müller,"Mo,Th 10:00-18:00; Tu 08:00-16:00; We 08:00-13:00",,,11542659210,node,13.3359,52.5302069,,,2025-07-03,,,,,,,praxis@hdg-mueller.de,,,,,,+49 30 288835290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,51,10243,Andreasstraße,doctors,doctor,abortion;gynaecology,Gynäkologische Praxis Dr. Stefan Skonietzki,"Mo,Tu,Th 12:00-19:00; We,Fr 07:30-13:00",,https://frauenarzt-skonietzki.de/,11542682819,node,13.432238,52.5165026,,,,,,,,,,,,,,,,+49 30 2493557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
